700
25
0	40	50	0	0	3390	0
1	52	75	10	71	711	90
2	45	70	30	20	660	90
3	62	69	10	927	1567	90
4	60	66	10	1021	1661	90
5	42	65	10	15	655	90
6	16	42	20	257	897	90
7	58	70	20	833	1473	90
8	34	60	20	2647	3287	90
9	28	70	10	2361	3001	90
10	35	66	10	2551	3191	90
11	35	69	10	2458	3098	90
12	25	85	20	1879	2519	90
13	22	75	30	2165	2805	90
14	22	85	10	1786	2426	90
15	20	80	40	1976	2616	90
16	20	85	40	1694	2334	90
17	18	75	20	2071	2711	90
18	15	75	20	1502	2142	90
19	15	80	10	1597	2237	90
20	30	50	10	10	650	90
21	30	56	20	2648	3288	90
22	28	52	20	12	652	90
23	14	66	10	1403	2043	90
24	25	50	10	15	655	90
25	22	66	40	2264	2904	90
