200
25
0	35	35	0	0	230	0
1	41	49	10	73	204	10
2	35	17	7	18	147	10
3	55	45	13	76	165	10
4	55	20	19	73	195	10
5	15	30	26	20	167	10
6	25	30	3	49	158	10
7	20	50	5	36	135	10
8	10	43	9	50	149	10
9	55	60	16	47	156	10
10	30	60	16	85	172	10
11	20	65	12	33	152	10
12	50	35	19	15	133	10
13	30	25	23	79	208	10
14	15	10	20	32	187	10
15	30	5	8	30	152	10
16	10	20	19	29	139	10
17	5	30	2	60	189	10
18	20	40	12	47	136	10
19	15	60	17	32	146	10
20	45	65	9	79	182	10
21	45	20	11	18	136	10
22	45	10	18	50	153	10
23	55	5	29	36	155	10
24	65	35	3	58	190	10
25	65	20	6	56	186	10
