200
50
0	40	50	0	0	240	0
1	25	85	20	71	191	10
2	22	75	30	30	150	10
3	22	85	10	64	184	10
4	20	80	40	151	161	10
5	20	85	20	40	160	10
6	18	75	20	96	123	10
7	15	75	20	35	155	10
8	15	80	10	101	111	10
9	10	35	20	101	111	10
10	10	40	30	123	144	10
11	8	40	40	69	79	10
12	8	45	20	32	152	10
13	5	35	10	152	162	10
14	5	45	10	35	117	10
15	2	40	20	68	78	10
16	0	40	20	59	114	10
17	0	45	20	147	180	10
18	44	5	20	79	124	10
19	42	10	40	58	115	10
20	42	15	10	111	162	10
21	40	5	10	45	165	10
22	40	15	40	94	119	10
23	38	5	30	75	85	10
24	38	15	10	128	194	10
25	35	5	20	171	181	10
26	95	30	30	58	171	10
27	95	35	20	60	93	10
28	92	30	10	55	120	10
29	90	35	10	52	112	10
30	88	30	10	75	102	10
31	88	35	20	50	170	10
32	87	30	10	116	175	10
33	85	25	10	51	85	10
34	85	35	30	62	182	10
35	67	85	20	138	169	10
36	65	85	40	43	78	10
37	65	82	10	69	189	10
38	62	80	30	85	95	10
39	60	80	10	36	74	10
40	60	85	30	87	112	10
41	58	75	20	92	121	10
42	55	80	10	33	66	10
43	55	85	20	117	168	10
44	55	82	10	74	84	10
45	20	82	10	37	72	10
46	18	80	10	98	157	10
47	2	45	10	38	109	10
48	42	5	10	64	184	10
49	42	12	10	109	128	10
50	72	35	30	71	191	10
