1000
25
0	40	50	0	0	960	0
1	25	85	20	431	911	10
2	22	75	30	30	510	10
3	22	85	10	291	771	10
4	20	80	40	674	734	10
5	20	85	20	40	520	10
6	18	75	20	393	502	10
7	15	75	20	120	600	10
8	15	80	10	397	457	10
9	10	35	20	401	461	10
10	10	40	30	535	622	10
11	8	40	40	225	285	10
12	8	45	20	43	523	10
13	5	35	10	683	743	10
14	5	45	10	35	366	10
15	2	40	20	204	264	10
16	0	40	20	204	425	10
17	0	45	20	698	827	10
18	44	5	20	306	483	10
19	42	10	40	199	428	10
20	42	15	10	494	699	10
21	40	5	10	45	525	10
22	40	15	40	383	486	10
23	38	5	30	231	291	10
24	38	15	10	609	872	10
25	35	5	20	821	881	10
