200
50
0	40	50	0	0	240	0
1	25	85	20	125	191	10
2	22	75	30	32	97	10
3	22	85	10	101	146	10
4	20	80	40	71	193	10
5	20	85	20	40	113	10
6	18	75	20	55	164	10
7	15	75	20	69	118	10
8	15	80	10	56	155	10
9	10	35	20	51	160	10
10	10	40	30	90	177	10
11	8	40	40	33	152	10
12	8	45	20	49	108	10
13	5	35	10	62	191	10
14	5	45	10	35	117	10
15	2	40	20	39	161	10
16	0	40	20	59	114	10
17	0	45	20	60	189	10
18	44	5	20	79	124	10
19	42	10	40	58	115	10
20	42	15	10	111	162	10
21	40	5	10	52	111	10
22	40	15	40	55	158	10
23	38	5	30	45	164	10
24	38	15	10	128	194	10
25	35	5	20	54	184	10
26	95	30	30	105	154	10
27	95	35	20	57	172	10
28	92	30	10	55	120	10
29	90	35	10	52	112	10
30	88	30	10	52	159	10
31	88	35	20	50	110	10
32	87	30	10	116	175	10
33	85	25	10	51	178	10
34	85	35	30	100	151	10
35	67	85	20	61	185	10
36	65	85	40	43	186	10
37	65	82	10	113	164	10
38	62	80	30	37	148	10
39	60	80	10	36	191	10
40	60	85	30	50	149	10
41	58	75	20	48	165	10
42	55	80	10	33	166	10
43	55	85	20	117	168	10
44	55	82	10	35	148	10
45	20	82	10	37	177	10
46	18	80	10	98	157	10
47	2	45	10	38	109	10
48	42	5	10	120	184	10
49	42	12	10	79	158	10
50	72	35	30	104	157	10
