1000
50
0	35	35	0	0	1000	0
1	41	49	10	190	974	10
2	35	17	7	18	792	10
3	55	45	13	289	822	10
4	55	20	19	679	800	10
5	15	30	26	20	906	10
6	25	30	3	355	574	10
7	20	50	5	72	669	10
8	10	43	9	393	492	10
9	55	60	16	394	503	10
10	30	60	16	517	692	10
11	20	65	12	206	325	10
12	50	35	19	15	725	10
13	30	25	23	694	823	10
14	15	10	20	32	694	10
15	30	5	8	176	299	10
16	10	20	19	102	543	10
17	5	30	2	673	930	10
18	20	40	12	229	582	10
19	15	60	17	95	552	10
20	45	65	9	418	829	10
21	45	20	11	18	727	10
22	45	10	18	349	554	10
23	55	5	29	206	325	10
24	65	35	3	435	960	10
25	65	20	6	826	956	10
26	45	30	17	328	927	10
27	35	40	16	44	315	10
28	41	37	16	6	526	10
29	64	42	9	29	513	10
30	40	60	21	199	414	10
31	31	52	27	17	744	10
32	35	69	23	482	955	10
33	53	52	11	24	299	10
34	65	55	14	265	878	10
35	63	65	8	626	873	10
36	2	60	5	41	328	10
37	20	20	8	339	960	10
38	5	5	16	298	409	10
39	60	12	31	33	344	10
40	40	25	9	300	497	10
41	42	7	5	336	571	10
42	24	12	5	25	292	10
43	23	3	7	458	867	10
44	11	14	18	230	343	10
45	6	38	16	29	309	10
46	2	48	1	338	805	10
47	8	56	27	34	602	10
48	13	52	36	200	962	10
49	6	68	30	441	600	10
50	47	47	13	272	917	10
