200
25
0	40	50	0	0	1236	0
1	45	68	10	830	1049	90
2	45	70	30	756	939	90
3	42	66	10	16	336	90
4	42	68	10	643	866	90
5	42	65	10	15	226	90
6	40	69	20	499	824	90
7	40	66	20	87	308	90
8	38	68	20	150	429	90
9	38	70	10	429	710	90
10	35	66	10	279	488	90
11	35	69	10	363	590	90
12	25	85	20	547	826	90
13	22	75	30	30	280	90
14	22	85	10	489	698	90
15	20	80	40	318	495	90
16	20	85	40	394	609	90
17	18	75	20	33	226	90
18	15	75	20	68	365	90
19	15	80	10	176	447	90
20	30	50	10	10	265	90
21	30	52	20	836	1043	90
22	28	52	20	704	991	90
23	28	55	10	664	845	90
24	25	50	10	15	333	90
25	25	52	40	88	305	90
