200
25
0	40	50	0	0	240	0
1	25	85	20	49	191	10
2	22	75	30	30	168	10
3	22	85	10	95	152	10
4	20	80	40	69	193	10
5	20	85	20	40	189	10
6	18	75	20	60	159	10
7	15	75	20	54	133	10
8	15	80	10	67	144	10
9	10	35	20	57	154	10
10	10	40	30	106	161	10
11	8	40	40	33	152	10
12	8	45	20	32	148	10
13	5	35	10	53	191	10
14	5	45	10	35	194	10
15	2	40	20	39	163	10
16	0	40	20	41	141	10
17	0	45	20	51	189	10
18	44	5	20	73	130	10
19	42	10	40	40	148	10
20	42	15	10	94	179	10
21	40	5	10	45	161	10
22	40	15	40	64	149	10
23	38	5	30	45	164	10
24	38	15	10	51	194	10
25	35	5	20	45	183	10
