200
50
0	40	50	0	0	240	0
1	25	85	20	0	191	10
2	22	75	30	0	199	10
3	22	85	10	0	190	10
4	20	80	40	141	171	10
5	20	85	20	0	189	10
6	18	75	20	95	125	10
7	15	75	20	0	194	10
8	15	80	10	91	121	10
9	10	35	20	91	121	10
10	10	40	30	119	149	10
11	8	40	40	59	89	10
12	8	45	20	0	197	10
13	5	35	10	142	172	10
14	5	45	10	35	65	10
15	2	40	20	58	88	10
16	0	40	20	72	102	10
17	0	45	20	149	179	10
18	44	5	20	87	117	10
19	42	10	40	72	102	10
20	42	15	10	122	152	10
21	40	5	10	0	185	10
22	40	15	40	92	122	10
23	38	5	30	65	95	10
24	38	15	10	148	178	10
25	35	5	20	154	184	10
26	95	30	30	0	171	10
27	95	35	20	62	92	10
28	92	30	10	62	92	10
29	90	35	10	67	97	10
30	88	30	10	74	104	10
31	88	35	20	0	179	10
32	87	30	10	131	161	10
33	85	25	10	51	81	10
34	85	35	30	0	182	10
35	67	85	20	139	169	10
36	65	85	40	43	73	10
37	65	82	10	0	189	10
38	62	80	30	75	105	10
39	60	80	10	37	67	10
40	60	85	30	85	115	10
41	58	75	20	92	122	10
42	55	80	10	33	63	10
43	55	85	20	128	158	10
44	55	82	10	64	94	10
45	20	82	10	37	67	10
46	18	80	10	113	143	10
47	2	45	10	45	75	10
48	42	5	10	0	184	10
49	42	12	10	104	134	10
50	72	35	30	0	194	10
