200
50
0	40	50	0	0	1236	0
1	45	68	10	885	994	90
2	45	70	30	802	893	90
3	42	66	10	25	186	90
4	42	68	10	699	810	90
5	42	65	10	15	120	90
6	40	69	20	580	743	90
7	40	66	20	142	253	90
8	38	68	20	220	359	90
9	38	70	10	499	640	90
10	35	66	10	331	436	90
11	35	69	10	420	533	90
12	25	85	20	617	756	90
13	22	75	30	30	155	90
14	22	85	10	541	646	90
15	20	80	40	362	451	90
16	20	85	40	448	555	90
17	18	75	20	75	172	90
18	15	75	20	142	291	90
19	15	80	10	244	379	90
20	30	50	10	10	137	90
21	30	52	20	888	991	90
22	28	52	20	776	919	90
23	28	55	10	709	800	90
24	25	50	10	25	184	90
25	25	52	40	142	251	90
26	25	55	10	582	741	90
27	23	52	10	234	343	90
28	23	55	20	523	616	90
29	20	50	10	335	428	90
30	20	55	10	422	531	90
31	10	35	20	181	256	90
32	10	40	30	31	170	90
33	8	40	40	52	193	90
34	8	45	20	719	848	90
35	5	35	10	252	375	90
36	5	45	10	639	742	90
37	2	40	20	357	460	90
38	0	40	30	457	544	90
39	0	45	20	538	653	90
40	35	30	10	236	349	90
41	35	32	10	132	269	90
42	33	32	20	27	190	90
43	33	35	10	16	144	90
44	32	30	10	332	439	90
45	30	30	10	512	629	90
46	30	32	30	417	540	90
47	30	35	10	982	1127	90
48	28	30	10	601	724	90
49	28	35	10	969	1098	90
50	26	32	10	783	912	90
