1000
25
0	35	35	0	0	1000	0
1	41	49	10	636	919	10
2	35	17	7	74	351	10
3	55	45	13	498	613	10
4	55	20	19	470	965	10
5	15	30	26	20	370	10
6	25	30	3	266	663	10
7	20	50	5	292	449	10
8	10	43	9	288	597	10
9	55	60	16	254	643	10
10	30	60	16	496	713	10
11	20	65	12	33	510	10
12	50	35	19	170	403	10
13	30	25	23	426	978	10
14	15	10	20	32	454	10
15	30	5	8	30	529	10
16	10	20	19	222	423	10
17	5	30	2	409	959	10
18	20	40	12	349	462	10
19	15	60	17	215	432	10
20	45	65	9	538	709	10
21	45	20	11	156	389	10
22	45	10	18	280	623	10
23	55	5	29	36	513	10
24	65	35	3	633	918	10
25	65	20	6	400	956	10
