1000
25
0	40	50	0	0	960	0
1	25	85	20	591	874	10
2	22	75	30	73	350	10
3	22	85	10	473	588	10
4	20	80	40	418	913	10
5	20	85	20	40	390	10
6	18	75	20	249	646	10
7	15	75	20	281	438	10
8	15	80	10	272	581	10
9	10	35	20	236	625	10
10	10	40	30	470	687	10
11	8	40	40	33	510	10
12	8	45	20	166	399	10
13	5	35	10	359	911	10
14	5	45	10	35	457	10
15	2	40	20	39	538	10
16	0	40	20	214	415	10
17	0	45	20	359	909	10
18	44	5	20	338	451	10
19	42	10	40	205	422	10
20	42	15	10	511	682	10
21	40	5	10	158	391	10
22	40	15	40	263	606	10
23	38	5	30	45	522	10
24	38	15	10	598	883	10
25	35	5	20	348	904	10
