1000
25
0	40	50	0	0	960	0
1	25	85	20	0	911	10
2	22	75	30	0	919	10
3	22	85	10	0	910	10
4	20	80	40	644	764	10
5	20	85	20	0	909	10
6	18	75	20	0	916	10
7	15	75	20	0	914	10
8	15	80	10	367	487	10
9	10	35	20	371	491	10
10	10	40	30	0	918	10
11	8	40	40	195	315	10
12	8	45	20	0	917	10
13	5	35	10	653	773	10
14	5	45	10	0	914	10
15	2	40	20	174	294	10
16	0	40	20	0	908	10
17	0	45	20	0	909	10
18	44	5	20	0	904	10
19	42	10	40	0	909	10
20	42	15	10	0	914	10
21	40	5	10	0	905	10
22	40	15	40	0	915	10
23	38	5	30	201	321	10
24	38	15	10	0	914	10
25	35	5	20	784	904	10
