200
50
0	40	50	0	0	1236	0
1	45	68	10	890	989	90
2	45	70	30	816	879	90
3	42	66	10	55	156	90
4	42	68	10	703	806	90
5	42	65	10	15	60	90
6	40	69	20	559	764	90
7	40	66	20	172	223	90
8	38	68	20	250	329	90
9	38	70	10	489	650	90
10	35	66	10	361	406	90
11	35	69	10	450	503	90
12	25	85	20	647	726	90
13	22	75	30	30	95	90
14	22	85	10	571	616	90
15	20	80	40	392	421	90
16	20	85	40	478	525	90
17	18	75	20	105	142	90
18	15	75	20	172	261	90
19	15	80	10	274	349	90
20	30	50	10	10	77	90
21	30	52	20	918	961	90
22	28	52	20	806	889	90
23	28	55	10	739	770	90
24	25	50	10	55	154	90
25	25	52	40	172	221	90
26	25	55	10	612	711	90
27	23	52	10	264	313	90
28	23	55	20	553	586	90
29	20	50	10	365	398	90
30	20	55	10	452	501	90
31	10	35	20	204	233	90
32	10	40	30	31	189	90
33	8	40	40	42	203	90
34	8	45	20	715	852	90
35	5	35	10	251	376	90
36	5	45	10	648	733	90
37	2	40	20	365	452	90
38	0	40	30	474	527	90
39	0	45	20	541	650	90
40	35	30	10	240	345	90
41	35	32	10	123	278	90
42	33	32	20	19	225	90
43	33	35	10	16	153	90
44	32	30	10	338	433	90
45	30	30	10	513	628	90
46	30	32	30	415	542	90
47	30	35	10	872	1127	90
48	28	30	10	599	726	90
49	28	35	10	917	1126	90
50	26	32	10	779	916	90
