200
50
0	35	35	0	0	230	0
1	41	49	10	151	181	10
2	35	17	7	40	70	10
3	55	45	13	106	136	10
4	55	20	19	139	169	10
5	15	30	26	24	54	10
6	25	30	3	89	119	10
7	20	50	5	71	101	10
8	10	43	9	85	115	10
9	55	60	16	87	117	10
10	30	60	16	114	144	10
11	20	65	12	57	87	10
12	50	35	19	53	83	10
13	30	25	23	149	179	10
14	15	10	20	32	62	10
15	30	5	8	51	81	10
16	10	20	19	65	95	10
17	5	30	2	147	177	10
18	20	40	12	77	107	10
19	15	60	17	66	96	10
20	45	65	9	116	146	10
21	45	20	11	52	82	10
22	45	10	18	87	117	10
23	55	5	29	58	88	10
24	65	35	3	143	173	10
25	65	20	6	156	186	10
26	45	30	17	122	152	10
27	35	40	16	27	57	10
28	41	37	16	29	59	10
29	64	42	9	53	83	10
30	40	60	21	61	91	10
31	31	52	27	40	70	10
32	35	69	23	131	161	10
33	53	52	11	27	57	10
34	65	55	14	107	137	10
35	63	65	8	133	163	10
36	2	60	5	41	71	10
37	20	20	8	124	154	10
38	5	5	16	73	103	10
39	60	12	31	34	64	10
40	40	25	9	75	105	10
41	42	7	5	87	117	10
42	24	12	5	25	55	10
43	23	3	7	122	152	10
44	11	14	18	59	89	10
45	6	38	16	29	59	10
46	2	48	1	107	137	10
47	8	56	27	41	71	10
48	13	52	36	155	185	10
49	6	68	30	98	128	10
50	47	47	13	114	144	10
