200
50
0	35	35	0	0	230	0
1	41	49	10	0	204	10
2	35	17	7	0	202	10
3	55	45	13	0	197	10
4	55	20	19	139	169	10
5	15	30	26	0	199	10
6	25	30	3	0	208	10
7	20	50	5	0	198	10
8	10	43	9	85	115	10
9	55	60	16	87	117	10
10	30	60	16	0	194	10
11	20	65	12	57	87	10
12	50	35	19	0	205	10
13	30	25	23	149	179	10
14	15	10	20	0	187	10
15	30	5	8	51	81	10
16	10	20	19	0	190	10
17	5	30	2	0	189	10
18	20	40	12	0	204	10
19	15	60	17	0	187	10
20	45	65	9	0	188	10
21	45	20	11	0	201	10
22	45	10	18	0	193	10
23	55	5	29	58	88	10
24	65	35	3	0	190	10
25	65	20	6	156	186	10
26	45	30	17	0	208	10
27	35	40	16	0	215	10
28	41	37	16	0	213	10
29	64	42	9	0	190	10
30	40	60	21	0	194	10
31	31	52	27	0	202	10
32	35	69	23	0	186	10
33	53	52	11	0	195	10
34	65	55	14	0	183	10
35	63	65	8	0	178	10
36	2	60	5	0	178	10
37	20	20	8	0	198	10
38	5	5	16	73	103	10
39	60	12	31	0	186	10
40	40	25	9	0	208	10
41	42	7	5	0	191	10
42	24	12	5	0	194	10
43	23	3	7	0	185	10
44	11	14	18	59	89	10
45	6	38	16	0	190	10
46	2	48	1	0	184	10
47	8	56	27	0	185	10
48	13	52	36	0	192	10
49	6	68	30	0	176	10
50	47	47	13	0	203	10
