700
50
0	40	50	0	0	3390	0
1	52	75	10	213	568	90
2	45	70	30	22	563	90
3	62	69	10	1030	1463	90
4	60	66	10	1154	1527	90
5	42	65	10	15	402	90
6	16	42	20	331	822	90
7	58	70	20	965	1340	90
8	34	60	20	2653	3280	90
9	28	70	10	2385	2976	90
10	35	66	10	2628	3113	90
11	35	69	10	2603	2952	90
12	25	85	20	1985	2412	90
13	22	75	30	2310	2659	90
14	22	85	10	1846	2365	90
15	20	80	40	2077	2514	90
16	20	85	40	1763	2264	90
17	18	75	20	2143	2638	90
18	15	75	20	1560	2083	90
19	15	80	10	1689	2144	90
20	30	50	10	10	645	90
21	30	56	20	2675	3288	90
22	28	52	20	12	505	90
23	14	66	10	1519	1926	90
24	25	50	10	23	368	90
25	22	66	40	2380	2787	90
26	8	62	10	1330	1919	90
27	23	52	10	93	484	90
28	4	55	20	1268	1785	90
29	20	50	10	168	787	90
30	20	55	10	170	595	90
31	10	35	20	585	1136	90
32	10	40	30	448	897	90
33	8	40	40	499	1030	90
34	8	45	20	1190	1661	90
35	5	35	10	666	1245	90
36	5	45	10	1076	1589	90
37	2	40	20	772	1329	90
38	0	40	30	890	1395	90
39	0	45	20	1036	1439	90
40	36	18	10	1612	2185	90
41	35	32	10	2599	3076	90
42	33	32	20	2529	2962	90
43	33	35	10	2463	2842	90
44	32	20	10	1745	2240	90
45	30	30	10	1932	2437	90
46	34	25	30	1884	2293	90
47	30	35	10	2348	2771	90
48	36	40	10	2715	3156	90
49	48	20	10	812	1281	90
50	26	32	10	2018	2725	90
