1000
25
0	35	35	0	0	1000	0
1	41	49	10	0	974	10
2	35	17	7	0	972	10
3	55	45	13	0	967	10
4	55	20	19	678	801	10
5	15	30	26	0	969	10
6	25	30	3	415	514	10
7	20	50	5	0	968	10
8	10	43	9	404	481	10
9	55	60	16	400	497	10
10	30	60	16	577	632	10
11	20	65	12	206	325	10
12	50	35	19	0	975	10
13	30	25	23	690	827	10
14	15	10	20	32	243	10
15	30	5	8	175	300	10
16	10	20	19	272	373	10
17	5	30	2	733	870	10
18	20	40	12	377	434	10
19	15	60	17	269	378	10
20	45	65	9	581	666	10
21	45	20	11	0	971	10
22	45	10	18	409	494	10
23	55	5	29	206	325	10
24	65	35	3	704	847	10
25	65	20	6	817	956	10
